516|У некоторых членов моей семьи вспыльчивый характер
517|Я ничего не могу сделать как следует
518|Я нередко испытываю чувство вины из-за того, что высказываю свое сочувствие людям в большей степени, чем на самом деле испытываю
519|С моими половыми органами не все в порядке
520|Как правило, я твердо отстаиваю свое мнение
521|Я не смущаюсь в присутствии людей высказать свое мнение или вступить в спор по хорошо известному мне вопросу
522|Я не боюсь пауков
523|Я краснею очень редко
524|Я не боюсь заразиться какой-нибудь болезнью через дверные ручки
525|Некоторые животные приводят меня в содрогание
526|Будущее кажется мне безнадежным
527|Члены моей семьи и мои близкие родственники ладят друг с другом
528|Я краснею не чаще других
529|Мне нравится носить дорогую одежду
530|Я часто боюсь покраснеть
531|Люди легко могут изменить мое мнение, которое перед этим казалось мне окончательным
532|Я могу терпеть боль так же долго, как и другие люди
533|У меня редко бывает отрыжка (или не бывает совсем)
534|Бывало, что я старалась сделать что-либо трудное тогда, когда все остальные уже отказались от дальнейших попыток
535|У меня почти все время пересыхает во рту
536|Я сержусь, когда меня заставляют торопиться
537|Я бы хотела поохотиться на львов или тигров
538|Думаю, что мне бы понравилась работа портнихи по пошиву женского платья
539|Я не боюсь мышей
540|У меня никогда не было парализовано лицо
541|Моя кожа необычайно чувствительна к прикосновению
542|Номер этого пункта следует обвести кружочком
543|Несколько раз в неделю у меня бывает чувство, что должно случиться что-то страшное
544|Я чувствую усталость большую часть времени
545|Иногда мне снится один и тот же сон
546|Я люблю читать историческую литературу
547|Я люблю бывать на вечерах и встречах
548|Я никогда не стану смотреть представления сексуального характера, если можно этого избежать
549|Я стараюсь избегать конфликтных и затруднительных положений
550|Мне нравится чинить дверные замки
551|Номер этого пункта следует обвести кружочком
552|Я люблю читать о науке
553|Мне страшно быть одной на открытом со всех сторон месте
554|Если бы я был журналисткой, я бы предпочла писать о театре
555|Иногда мне кажется, что я «на краю погибели»
556|Я очень внимательна в отношении стиля своей одежды
557|Мне бы понравилось работать секретарем
558|Большинство людей можно обвинить в плохом сексуальном поведении
559|Я часто испытываю страх среди ночи
560|Меня очень раздражает то, что я забываю, куда кладу веши
561|Мне очень нравится верховая езда
562|Человек, к которому я в детстве была больше всех привязана и кого я больше всех обожал, была женщина (мать, сестра, тетушка или кто-либо еще)
563|Приключенческие повести нравятся мне больше, чем романтические
564|Я готова отказаться от своих намерений, если окружающие считают, что этого делать не стоит
565|Я испытываю желание прыгнуть вниз, когда нахожусь на высоте
566|В кино я люблю смотреть любовные эпизоды
